06/03/23 18:57;RIGHT_CLICK_BLOCK;nibst;DIM:0;282;53;-259;|;28;5;-25
06/03/23 18:57;RIGHT_CLICK_BLOCK;nibst;DIM:0;285;52;-259;|;28;5;-25
06/03/23 18:57;RIGHT_CLICK_BLOCK;nibst;DIM:0;285;53;-259;|;28;5;-25
06/03/23 18:57;RIGHT_CLICK_BLOCK;nibst;DIM:0;285;52;-259;|;28;5;-25
06/03/23 18:58;RIGHT_CLICK_BLOCK;nibst;DIM:0;277;46;-252;|;27;4;-25
06/03/23 18:58;RIGHT_CLICK_BLOCK;nibst;DIM:0;277;46;-252;|;27;4;-25
06/03/23 18:59;RIGHT_CLICK_BLOCK;nibst;DIM:0;277;46;-250;|;27;4;-25
06/03/23 18:59;RIGHT_CLICK_BLOCK;nibst;DIM:0;277;46;-250;|;27;4;-25
06/03/23 18:59;RIGHT_CLICK_BLOCK;nibst;DIM:0;276;45;-250;|;27;4;-25
06/03/23 18:59;RIGHT_CLICK_BLOCK;nibst;DIM:0;277;46;-250;|;27;4;-25
06/03/23 18:59;RIGHT_CLICK_BLOCK;nibst;DIM:0;277;46;-250;|;27;4;-25
06/03/23 19:00;RIGHT_CLICK_BLOCK;nibst;DIM:0;277;46;-252;|;27;4;-25
06/03/23 19:00;RIGHT_CLICK_BLOCK;nibst;DIM:0;283;46;-246;|;28;4;-24
06/03/23 19:01;RIGHT_CLICK_BLOCK;nibst;DIM:0;277;46;-252;|;27;4;-25
06/03/23 19:01;RIGHT_CLICK_BLOCK;nibst;DIM:0;277;46;-250;|;27;4;-25
06/03/23 19:01;RIGHT_CLICK_BLOCK;nibst;DIM:0;277;46;-250;|;27;4;-25
06/03/23 19:01;RIGHT_CLICK_BLOCK;nibst;DIM:0;277;46;-252;|;27;4;-25
06/03/23 19:02;RIGHT_CLICK_BLOCK;nibst;DIM:0;277;46;-250;|;27;4;-25
06/03/23 19:02;RIGHT_CLICK_BLOCK;nibst;DIM:0;277;46;-252;|;27;4;-25
06/03/23 19:02;RIGHT_CLICK_BLOCK;nibst;DIM:0;277;46;-250;|;27;4;-25
06/03/23 19:02;RIGHT_CLICK_BLOCK;nibst;DIM:0;277;46;-252;|;27;4;-25
06/03/23 19:02;RIGHT_CLICK_BLOCK;nibst;DIM:0;277;46;-252;|;27;4;-25
06/03/23 19:02;RIGHT_CLICK_BLOCK;nibst;DIM:0;273;51;-252;|;27;5;-25
06/03/23 19:02;RIGHT_CLICK_BLOCK;nibst;DIM:0;273;50;-252;|;27;5;-25
06/03/23 19:02;RIGHT_CLICK_BLOCK;nibst;DIM:0;283;46;-258;|;28;4;-25
06/03/23 19:03;RIGHT_CLICK_BLOCK;nibst;DIM:0;283;46;-255;|;28;4;-25
06/03/23 19:03;RIGHT_CLICK_BLOCK;nibst;DIM:0;283;46;-258;|;28;4;-25
06/03/23 19:03;RIGHT_CLICK_BLOCK;nibst;DIM:0;277;46;-252;|;27;4;-25
06/03/23 19:03;RIGHT_CLICK_BLOCK;nibst;DIM:0;283;46;-258;|;28;4;-25
06/03/23 19:03;RIGHT_CLICK_BLOCK;nibst;DIM:0;283;46;-255;|;28;4;-25
06/03/23 19:03;RIGHT_CLICK_BLOCK;nibst;DIM:0;283;46;-255;|;28;4;-25
06/03/23 19:03;RIGHT_CLICK_BLOCK;nibst;DIM:0;277;46;-252;|;27;4;-25
06/03/23 19:03;RIGHT_CLICK_BLOCK;nibst;DIM:0;283;46;-255;|;28;4;-25
